"region","species_name","cuid","cu_name_pse","cosewic_status","cosewic_status_yr","cosewic_source","wsp_status","wsp_status_yr","wsp_source","province_status","province_status_yr","province_source"
"Central Coast","Lake sockeye",599,"Tsimtack/Moore/Roger","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",600,"Tuno Creek East","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",601,"Tuno Creek West","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",602,"Tyler Creek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",603,"Wale Creek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",604,"Watt Bay","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",605,"West Creek","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",606,"Yaaklele Lagoon","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye",607,"Yeo","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Pink (even)",608,"Hecate Lowlands (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Pink (even)",609,"Hecate Strait-Fjords (even)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Pink (odd)",610,"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Pink (odd)",611,"Hecate Strait-Lowlands (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Pink (odd)",612,"Hecate Strait-Fjords (odd)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","River sockeye",613,"Rivers-Smith Inlets (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","River sockeye",614,"Northern Coastal Fjords (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","River sockeye",615,"Northern Coastal Streams (river-type)","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Steelhead",680,"North Coast Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Steelhead",681,"North Coast Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Steelhead",682,"Central Coast Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Steelhead",683,"Transition Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chinook",302,"Boundary Bay (Fall 4-1)","Threatened","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chinook",303,"Lower Fraser River (Fall 4-1)","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Green","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",304,"Lower Fraser River (Spring 5-2)","Special Concern","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chinook",305,"Lower Fraser River-Upper Pitt (Summer 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Data Deficient","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",306,"Lower Fraser River (Summer 5-2)","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Data Deficient","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",307,"Lower Fraser River-Maria Slough (Summer 4-1)","Endangered","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chinook",308,"Fraser Canyon-Nahatlatch (Spring 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Data Deficient","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",309,"Middle Fraser River-Portage (Fall 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",310,"Middle Fraser River (Spring 5-2)","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",311,"Middle Fraser River (Summer 5-2)","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Amber","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",312,"Upper Fraser River (Spring 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",313,"South Thompson River (Summer 4-1)","Not at risk","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Green","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",314,"South Thompson River (Summer 5-2)","Endangered","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","Red_amber","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",315,"Shuswap River (Summer 4-1)","Not at risk","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chinook",316,"South Thompson River-Bessette Creek (Summer 4-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",317,"Lower Thompson River (Spring 4-2)","Endangered","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",318,"North Thompson River (Spring 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",319,"North Thompson River (Summer 5-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Fraser","Chinook",333,"South Thompson-Adams River Upper","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Chum",701,"Lower Fraser","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Coho",704,"Lillooet","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Coho",705,"Fraser Canyon","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/coho-salmon-interior-fraser-2016.html","Amber","2011","https://waves-vagues.dfo-mpo.gc.ca/Library/364851.pdf","-989898","-989898","-989898"
"Fraser","Coho",707,"Lower Thompson","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/coho-salmon-interior-fraser-2016.html","Amber_green","2011","https://waves-vagues.dfo-mpo.gc.ca/Library/364851.pdf","-989898","-989898","-989898"
"Fraser","Coho",708,"South Thompson","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/coho-salmon-interior-fraser-2016.html","Amber","2011","https://waves-vagues.dfo-mpo.gc.ca/Library/364851.pdf","-989898","-989898","-989898"
"Fraser","Coho",709,"North Thompson","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/coho-salmon-interior-fraser-2016.html","Amber_green","2011","https://waves-vagues.dfo-mpo.gc.ca/Library/364851.pdf","-989898","-989898","-989898"
"Fraser","Coho",749,"Interior Fraser","Threatened","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/coho-salmon-interior-fraser-2016.html","Amber","2011","https://waves-vagues.dfo-mpo.gc.ca/Library/364851.pdf","-989898","-989898","-989898"
"Fraser","Coho",750,"Lower Fraser","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Coho",906,"Boundary Bay","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",711,"Chilliwack-Early Summer (cyclic)","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",712,"Cultus-Late","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",713,"Harrison-Downstream Migrating-Late","Special Concern","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",714,"Harrison-Upstream Migrating-Late","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",715,"Pitt-Early Summer","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",716,"Lillooet-Harrison-Late","Special Concern","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",718,"Nahatlatch-Early Summer","Special Concern","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",719,"Anderson-Seton-Early Summer","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",720,"Chilko-Early Summer","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",721,"Chilko-Summer","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",725,"Francois-Fraser-Summer","Special Concern","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",727,"Nadina-Francois-Early Summer","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",728,"Quesnel-Summer (cyclic)","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red_amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",729,"Seton-Late (de novo)","Endangered","2021","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",731,"Takla-Trembleur-Stuart-Summer (cyclic)","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red_amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",732,"Takla-Trembleur-Early Stuart (cyclic)","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",734,"Taseko-Early Summer","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",735,"Bowron-Early Summer","Endangered","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",738,"Shuswap-Early Summer (cyclic)","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",739,"Shuswap-Late (cyclic)","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber_green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",740,"Kamloops-Early Summer","Special Concern","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Amber","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",752,"North Barriere-Early Summer (de novo)","Threatened","2021","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Lake sockeye",753,"Fraser-Early Summer","Endangered","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",756,"Alouette-Early Summer","Special Concern","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",757,"Coquitlam-Early Summer","Special Concern","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",758,"Kawkawa-Late","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",759,"Seton-Summer","Extinct","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",760,"Adams-Early Summer","Extinct","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",761,"Momich-Early Summer","Endangered","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Lake sockeye",763,"North Barriere-Early Summer","Extinct","2021","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/sockeye-salmon-2021.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Pink (odd)",710,"Fraser River (odd)","-989898","-989898","-989898","Green","2023","https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2024/2024_063-eng.html","-989898","-989898","-989898"
"Fraser","River sockeye",742,"Widgeon (river-type)","Threatened","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Red","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","River sockeye",745,"Harrison River (river-type)","Not at risk","2015","https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/srSockeyeSalmon2017e.pdf","Green","2014","https://waves-vagues.dfo-mpo.gc.ca/Library/40712163.pdf","-989898","-989898","-989898"
"Fraser","Steelhead",780,"Mid Fraser Summer","Endangered","2020","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/steelhead-trout-2020.html","-989898","-989898","-989898","Extreme Conservation Concern","2022","https://www2.gov.bc.ca/assets/gov/environment/plants-animals-and-ecosystems/fish-fish-habitat/fishery-resources/interior-fraser-steelhead/ifs_status_update_25_nov_2022.pdf"
"Fraser","Steelhead",781,"Thompson Summer","Endangered","2020","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/steelhead-trout-2020.html","-989898","-989898","-989898","Extreme Conservation Concern","2022","https://www2.gov.bc.ca/assets/gov/environment/plants-animals-and-ecosystems/fish-fish-habitat/fishery-resources/interior-fraser-steelhead/ifs_status_update_25_nov_2022.pdf"
"Fraser","Steelhead",782,"Lower Fraser Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Steelhead",783,"Fraser Canyon Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Steelhead",784,"Lower Fraser Summer","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Fraser","Steelhead",785,"Boundary Bay Winter","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",320,"Southern Mainland-Georgia Strait (Fall x-1)","Data Deficient","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",321,"East Vancouver Island-Goldstream (Fall x-1)","Special Concern","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",322,"East Vancouver Island-Cowichan and Koksilah (Fall x-1)","Special Concern","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",323,"East Vancouver Island-Nanaimo (Spring x-2)","Endangered","2015","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2018.html","Data Deficient","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",324,"East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Special Concern","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",325,"East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Special Concern","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",326,"Southern Mainland-Southern Fjords (Fall x-1)","Data Deficient","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",327,"East Vancouver Island-North (Fall x-1)","Not at risk","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",328,"West Vancouver Island-South (Fall x-1)","Threatened","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",329,"West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Threatened","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","Red","2012","https://waves-vagues.dfo-mpo.gc.ca/Library/40595419.pdf","-989898","-989898","-989898"
"Vancouver Island & Mainland Inlets","Chinook",330,"West Vancouver Island-North (Fall x-1)","Data Deficient","2018","https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/chinook-salmon-2020.html","-989898","-989898","-989898","-989898","-989898","-989898"
