"SPECIES","region","Year","count"
"Chinook","Central Coast",1934,6
"Chinook","Central Coast",1935,5
"Chinook","Central Coast",1936,5
"Chinook","Central Coast",1937,5
"Chinook","Central Coast",1938,5
"Chinook","Central Coast",1939,5
"Chinook","Central Coast",1940,5
"Chinook","Central Coast",1941,3
"Chinook","Central Coast",1942,3
"Chinook","Central Coast",1944,1
"Chinook","Central Coast",1945,3
"Chinook","Central Coast",1946,1
"Chinook","Central Coast",1947,1
"Chinook","Central Coast",1948,4
"Chinook","Central Coast",1949,9
"Chinook","Central Coast",1950,16
"Chinook","Central Coast",1951,16
"Chinook","Central Coast",1952,9
"Chinook","Central Coast",1953,17
"Chinook","Central Coast",1954,15
"Chinook","Central Coast",1955,15
"Chinook","Central Coast",1956,18
"Chinook","Central Coast",1957,12
"Chinook","Central Coast",1958,16
"Chinook","Central Coast",1959,26
"Chinook","Central Coast",1960,22
"Chinook","Central Coast",1961,15
"Chinook","Central Coast",1962,18
"Chinook","Central Coast",1963,21
"Chinook","Central Coast",1964,22
"Chinook","Central Coast",1965,19
"Chinook","Central Coast",1966,17
"Chinook","Central Coast",1967,23
"Chinook","Central Coast",1968,20
"Chinook","Central Coast",1969,22
"Chinook","Central Coast",1970,24
"Chinook","Central Coast",1971,26
"Chinook","Central Coast",1972,24
"Chinook","Central Coast",1973,25
"Chinook","Central Coast",1974,25
"Chinook","Central Coast",1975,27
"Chinook","Central Coast",1976,26
"Chinook","Central Coast",1977,33
"Chinook","Central Coast",1978,28
"Chinook","Central Coast",1979,24
"Chinook","Central Coast",1980,28
"Chinook","Central Coast",1981,30
"Chinook","Central Coast",1982,33
"Chinook","Central Coast",1983,32
"Chinook","Central Coast",1984,27
"Chinook","Central Coast",1985,33
"Chinook","Central Coast",1986,37
"Chinook","Central Coast",1987,31
"Chinook","Central Coast",1988,35
"Chinook","Central Coast",1989,37
"Chinook","Central Coast",1990,22
"Chinook","Central Coast",1991,26
"Chinook","Central Coast",1992,24
"Chinook","Central Coast",1993,22
"Chinook","Central Coast",1994,25
"Chinook","Central Coast",1995,14
"Chinook","Central Coast",1996,14
"Chinook","Central Coast",1997,16
"Chinook","Central Coast",1998,16
"Chinook","Central Coast",1999,22
"Chinook","Central Coast",2000,12
"Chinook","Central Coast",2001,16
"Chinook","Central Coast",2002,18
"Chinook","Central Coast",2003,15
"Chinook","Central Coast",2004,17
"Chinook","Central Coast",2005,14
"Chinook","Central Coast",2006,14
"Chinook","Central Coast",2007,11
"Chinook","Central Coast",2008,12
"Chinook","Central Coast",2009,13
"Chinook","Central Coast",2010,13
"Chinook","Central Coast",2011,8
"Chinook","Central Coast",2012,10
"Chinook","Central Coast",2013,9
"Chinook","Central Coast",2014,10
"Chinook","Central Coast",2015,6
"Chinook","Central Coast",2016,8
"Chinook","Central Coast",2017,8
"Chinook","Central Coast",2018,16
"Chinook","Central Coast",2019,15
"Chinook","Central Coast",2020,15
"Chinook","Central Coast",2021,12
"Chinook","Central Coast",2022,9
"Chinook","Columbia",1997,1
"Chinook","Columbia",1998,1
"Chinook","Columbia",2006,1
"Chinook","Columbia",2007,1
"Chinook","Columbia",2008,1
"Chinook","Columbia",2009,1
"Chinook","Columbia",2010,1
"Chinook","Columbia",2011,1
"Chinook","Columbia",2012,1
"Chinook","Columbia",2013,1
"Chinook","Columbia",2014,1
"Chinook","Columbia",2015,1
"Chinook","Columbia",2016,1
"Chinook","Columbia",2017,1
"Chinook","Columbia",2018,1
"Chinook","Columbia",2019,1
"Chinook","Columbia",2020,1
"Chinook","Columbia",2021,1
"Chinook","Columbia",2022,1
"Chinook","Fraser",1951,40
"Chinook","Fraser",1952,40
"Chinook","Fraser",1953,45
"Chinook","Fraser",1954,43
"Chinook","Fraser",1955,41
"Chinook","Fraser",1956,33
"Chinook","Fraser",1957,44
"Chinook","Fraser",1958,48
"Chinook","Fraser",1959,45
"Chinook","Fraser",1960,51
"Chinook","Fraser",1961,53
"Chinook","Fraser",1962,59
"Chinook","Fraser",1963,56
"Chinook","Fraser",1964,55
"Chinook","Fraser",1965,49
"Chinook","Fraser",1966,50
"Chinook","Fraser",1967,58
"Chinook","Fraser",1968,56
"Chinook","Fraser",1969,53
"Chinook","Fraser",1970,54
"Chinook","Fraser",1971,60
"Chinook","Fraser",1972,63
"Chinook","Fraser",1973,58
"Chinook","Fraser",1974,63
"Chinook","Fraser",1975,66
"Chinook","Fraser",1976,67
"Chinook","Fraser",1977,68
"Chinook","Fraser",1978,71
"Chinook","Fraser",1979,72
"Chinook","Fraser",1980,69
"Chinook","Fraser",1981,73
"Chinook","Fraser",1982,73
"Chinook","Fraser",1983,70
"Chinook","Fraser",1984,68
"Chinook","Fraser",1985,73
"Chinook","Fraser",1986,75
"Chinook","Fraser",1987,73
"Chinook","Fraser",1988,76
"Chinook","Fraser",1989,69
"Chinook","Fraser",1990,75
"Chinook","Fraser",1991,75
"Chinook","Fraser",1992,71
"Chinook","Fraser",1993,69
"Chinook","Fraser",1994,76
"Chinook","Fraser",1995,68
"Chinook","Fraser",1996,94
"Chinook","Fraser",1997,80
"Chinook","Fraser",1998,90
"Chinook","Fraser",1999,87
"Chinook","Fraser",2000,97
"Chinook","Fraser",2001,95
"Chinook","Fraser",2002,97
"Chinook","Fraser",2003,92
"Chinook","Fraser",2004,87
"Chinook","Fraser",2005,81
"Chinook","Fraser",2006,87
"Chinook","Fraser",2007,80
"Chinook","Fraser",2008,89
"Chinook","Fraser",2009,89
"Chinook","Fraser",2010,92
"Chinook","Fraser",2011,90
"Chinook","Fraser",2012,86
"Chinook","Fraser",2013,83
"Chinook","Fraser",2014,90
"Chinook","Fraser",2015,82
"Chinook","Fraser",2016,78
"Chinook","Fraser",2017,80
"Chinook","Fraser",2018,75
"Chinook","Fraser",2019,71
"Chinook","Fraser",2020,73
"Chinook","Fraser",2021,77
"Chinook","Fraser",2022,78
"Chinook","Haida Gwaii",1935,1
"Chinook","Haida Gwaii",1936,1
"Chinook","Haida Gwaii",1938,1
"Chinook","Haida Gwaii",1939,1
"Chinook","Haida Gwaii",1940,1
"Chinook","Haida Gwaii",1942,1
"Chinook","Haida Gwaii",1943,1
"Chinook","Haida Gwaii",1944,1
"Chinook","Haida Gwaii",1947,1
"Chinook","Haida Gwaii",1948,1
"Chinook","Haida Gwaii",1952,1
"Chinook","Haida Gwaii",1956,1
"Chinook","Haida Gwaii",1957,1
"Chinook","Haida Gwaii",1959,1
"Chinook","Haida Gwaii",1960,1
"Chinook","Haida Gwaii",1961,1
"Chinook","Haida Gwaii",1962,1
"Chinook","Haida Gwaii",1964,1
"Chinook","Haida Gwaii",1965,1
"Chinook","Haida Gwaii",1966,1
"Chinook","Haida Gwaii",1967,1
"Chinook","Haida Gwaii",1968,2
"Chinook","Haida Gwaii",1969,1
"Chinook","Haida Gwaii",1970,1
"Chinook","Haida Gwaii",1971,1
"Chinook","Haida Gwaii",1972,1
"Chinook","Haida Gwaii",1973,1
"Chinook","Haida Gwaii",1974,1
"Chinook","Haida Gwaii",1975,1
"Chinook","Haida Gwaii",1976,1
"Chinook","Haida Gwaii",1977,1
"Chinook","Haida Gwaii",1978,1
"Chinook","Haida Gwaii",1979,2
"Chinook","Haida Gwaii",1980,1
"Chinook","Haida Gwaii",1981,2
"Chinook","Haida Gwaii",1982,1
"Chinook","Haida Gwaii",1983,1
"Chinook","Haida Gwaii",1984,1
"Chinook","Haida Gwaii",1985,1
"Chinook","Haida Gwaii",1986,1
"Chinook","Haida Gwaii",1987,1
"Chinook","Haida Gwaii",1988,1
"Chinook","Haida Gwaii",1989,1
"Chinook","Haida Gwaii",1990,4
"Chinook","Haida Gwaii",1991,3
"Chinook","Haida Gwaii",1992,2
"Chinook","Haida Gwaii",1993,1
"Chinook","Haida Gwaii",1994,2
"Chinook","Haida Gwaii",1995,3
"Chinook","Haida Gwaii",1996,2
"Chinook","Haida Gwaii",1997,2
"Chinook","Haida Gwaii",1998,1
"Chinook","Haida Gwaii",1999,2
"Chinook","Haida Gwaii",2000,2
"Chinook","Haida Gwaii",2001,1
"Chinook","Haida Gwaii",2002,3
"Chinook","Haida Gwaii",2003,2
"Chinook","Haida Gwaii",2004,1
"Chinook","Haida Gwaii",2005,2
"Chinook","Haida Gwaii",2006,2
"Chinook","Haida Gwaii",2007,1
"Chinook","Haida Gwaii",2008,1
"Chinook","Haida Gwaii",2009,1
"Chinook","Haida Gwaii",2010,1
"Chinook","Haida Gwaii",2016,1
"Chinook","Nass",1934,2
"Chinook","Nass",1935,2
"Chinook","Nass",1936,2
"Chinook","Nass",1937,2
"Chinook","Nass",1938,3
"Chinook","Nass",1939,3
"Chinook","Nass",1940,3
"Chinook","Nass",1941,4
"Chinook","Nass",1942,4
"Chinook","Nass",1943,4
"Chinook","Nass",1944,5
"Chinook","Nass",1945,4
"Chinook","Nass",1946,4
"Chinook","Nass",1947,5
"Chinook","Nass",1948,5
"Chinook","Nass",1949,5
"Chinook","Nass",1950,4
"Chinook","Nass",1951,5
"Chinook","Nass",1952,5
"Chinook","Nass",1953,4
"Chinook","Nass",1954,4
"Chinook","Nass",1955,5
"Chinook","Nass",1956,7
"Chinook","Nass",1957,6
"Chinook","Nass",1958,5
"Chinook","Nass",1959,3
"Chinook","Nass",1960,3
"Chinook","Nass",1961,6
"Chinook","Nass",1962,5
"Chinook","Nass",1963,7
"Chinook","Nass",1964,5
"Chinook","Nass",1965,11
"Chinook","Nass",1966,12
"Chinook","Nass",1967,13
"Chinook","Nass",1968,13
"Chinook","Nass",1969,13
"Chinook","Nass",1970,14
"Chinook","Nass",1971,12
"Chinook","Nass",1972,12
"Chinook","Nass",1973,8
"Chinook","Nass",1974,9
"Chinook","Nass",1975,8
"Chinook","Nass",1976,14
"Chinook","Nass",1977,17
"Chinook","Nass",1978,19
"Chinook","Nass",1979,16
"Chinook","Nass",1980,17
"Chinook","Nass",1981,16
"Chinook","Nass",1982,17
"Chinook","Nass",1983,16
"Chinook","Nass",1984,17
"Chinook","Nass",1985,14
"Chinook","Nass",1986,15
"Chinook","Nass",1987,13
"Chinook","Nass",1988,12
"Chinook","Nass",1989,13
"Chinook","Nass",1990,17
"Chinook","Nass",1991,15
"Chinook","Nass",1992,17
"Chinook","Nass",1993,15
"Chinook","Nass",1994,5
"Chinook","Nass",1995,6
"Chinook","Nass",1996,8
"Chinook","Nass",1997,4
"Chinook","Nass",1998,5
"Chinook","Nass",1999,5
"Chinook","Nass",2000,5
"Chinook","Nass",2001,5
"Chinook","Nass",2002,6
"Chinook","Nass",2003,6
"Chinook","Nass",2004,4
"Chinook","Nass",2005,4
"Chinook","Nass",2006,6
"Chinook","Nass",2007,4
"Chinook","Nass",2008,8
"Chinook","Nass",2009,5
"Chinook","Nass",2010,6
"Chinook","Nass",2011,4
"Chinook","Nass",2012,5
"Chinook","Nass",2013,3
"Chinook","Nass",2014,5
"Chinook","Nass",2015,6
"Chinook","Nass",2016,3
"Chinook","Nass",2017,4
"Chinook","Nass",2018,5
"Chinook","Nass",2019,6
"Chinook","Nass",2020,1
"Chinook","Nass",2021,8
"Chinook","Nass",2022,5
"Chinook","Skeena",1934,1
"Chinook","Skeena",1935,2
"Chinook","Skeena",1936,2
"Chinook","Skeena",1938,1
"Chinook","Skeena",1939,1
"Chinook","Skeena",1940,2
"Chinook","Skeena",1941,1
"Chinook","Skeena",1944,1
"Chinook","Skeena",1945,2
"Chinook","Skeena",1946,6
"Chinook","Skeena",1947,5
"Chinook","Skeena",1948,6
"Chinook","Skeena",1949,9
"Chinook","Skeena",1950,11
"Chinook","Skeena",1951,11
"Chinook","Skeena",1952,7
"Chinook","Skeena",1953,11
"Chinook","Skeena",1954,13
"Chinook","Skeena",1955,17
"Chinook","Skeena",1956,16
"Chinook","Skeena",1957,15
"Chinook","Skeena",1958,15
"Chinook","Skeena",1959,16
"Chinook","Skeena",1960,22
"Chinook","Skeena",1961,18
"Chinook","Skeena",1962,18
"Chinook","Skeena",1963,12
"Chinook","Skeena",1964,26
"Chinook","Skeena",1965,21
"Chinook","Skeena",1966,37
"Chinook","Skeena",1967,30
"Chinook","Skeena",1968,37
"Chinook","Skeena",1969,31
"Chinook","Skeena",1970,32
"Chinook","Skeena",1971,32
"Chinook","Skeena",1972,35
"Chinook","Skeena",1973,34
"Chinook","Skeena",1974,29
"Chinook","Skeena",1975,35
"Chinook","Skeena",1976,33
"Chinook","Skeena",1977,35
"Chinook","Skeena",1978,36
"Chinook","Skeena",1979,28
"Chinook","Skeena",1980,34
"Chinook","Skeena",1981,33
"Chinook","Skeena",1982,29
"Chinook","Skeena",1983,29
"Chinook","Skeena",1984,34
"Chinook","Skeena",1985,31
"Chinook","Skeena",1986,43
"Chinook","Skeena",1987,38
"Chinook","Skeena",1988,36
"Chinook","Skeena",1989,37
"Chinook","Skeena",1990,37
"Chinook","Skeena",1991,33
"Chinook","Skeena",1992,40
"Chinook","Skeena",1993,37
"Chinook","Skeena",1994,28
"Chinook","Skeena",1995,26
"Chinook","Skeena",1996,24
"Chinook","Skeena",1997,26
"Chinook","Skeena",1998,26
"Chinook","Skeena",1999,21
"Chinook","Skeena",2000,21
"Chinook","Skeena",2001,30
"Chinook","Skeena",2002,22
"Chinook","Skeena",2003,21
"Chinook","Skeena",2004,16
"Chinook","Skeena",2005,12
"Chinook","Skeena",2006,15
"Chinook","Skeena",2007,19
"Chinook","Skeena",2008,12
"Chinook","Skeena",2009,14
"Chinook","Skeena",2010,14
"Chinook","Skeena",2011,13
"Chinook","Skeena",2012,13
"Chinook","Skeena",2013,10
"Chinook","Skeena",2014,7
"Chinook","Skeena",2015,9
"Chinook","Skeena",2016,9
"Chinook","Skeena",2017,9
"Chinook","Skeena",2018,12
"Chinook","Skeena",2019,12
"Chinook","Skeena",2020,10
"Chinook","Skeena",2021,9
"Chinook","Skeena",2022,10
"Chinook","Transboundary",1975,4
"Chinook","Transboundary",1976,6
"Chinook","Transboundary",1977,7
"Chinook","Transboundary",1978,6
"Chinook","Transboundary",1979,9
"Chinook","Transboundary",1980,10
"Chinook","Transboundary",1981,11
"Chinook","Transboundary",1982,11
"Chinook","Transboundary",1983,11
"Chinook","Transboundary",1984,11
"Chinook","Transboundary",1985,14
"Chinook","Transboundary",1986,15
"Chinook","Transboundary",1987,15
"Chinook","Transboundary",1988,15
"Chinook","Transboundary",1989,13
"Chinook","Transboundary",1990,14
"Chinook","Transboundary",1991,15
"Chinook","Transboundary",1992,15
"Chinook","Transboundary",1993,15
"Chinook","Transboundary",1994,14
"Chinook","Transboundary",1995,15
"Chinook","Transboundary",1996,16
"Chinook","Transboundary",1997,16
"Chinook","Transboundary",1998,17
"Chinook","Transboundary",1999,14
"Chinook","Transboundary",2000,11
"Chinook","Transboundary",2001,12
"Chinook","Transboundary",2002,14
"Chinook","Transboundary",2003,14
"Chinook","Transboundary",2004,13
"Chinook","Transboundary",2005,14
"Chinook","Transboundary",2006,11
"Chinook","Transboundary",2007,10
"Chinook","Transboundary",2008,11
"Chinook","Transboundary",2009,10
"Chinook","Transboundary",2010,10
"Chinook","Transboundary",2011,10
"Chinook","Transboundary",2012,9
"Chinook","Transboundary",2013,9
"Chinook","Transboundary",2014,11
"Chinook","Transboundary",2015,11
"Chinook","Transboundary",2016,11
"Chinook","Transboundary",2017,9
"Chinook","Transboundary",2018,10
"Chinook","Transboundary",2019,10
"Chinook","Transboundary",2020,8
"Chinook","Transboundary",2021,10
"Chinook","Transboundary",2022,6
"Chinook","Vancouver Island & Mainland Inlets",1934,2
"Chinook","Vancouver Island & Mainland Inlets",1935,2
"Chinook","Vancouver Island & Mainland Inlets",1936,2
"Chinook","Vancouver Island & Mainland Inlets",1937,4
"Chinook","Vancouver Island & Mainland Inlets",1938,1
"Chinook","Vancouver Island & Mainland Inlets",1939,5
"Chinook","Vancouver Island & Mainland Inlets",1940,6
"Chinook","Vancouver Island & Mainland Inlets",1941,2
"Chinook","Vancouver Island & Mainland Inlets",1942,6
"Chinook","Vancouver Island & Mainland Inlets",1943,6
"Chinook","Vancouver Island & Mainland Inlets",1944,6
"Chinook","Vancouver Island & Mainland Inlets",1946,2
"Chinook","Vancouver Island & Mainland Inlets",1947,2
"Chinook","Vancouver Island & Mainland Inlets",1948,2
"Chinook","Vancouver Island & Mainland Inlets",1949,2
"Chinook","Vancouver Island & Mainland Inlets",1950,2
"Chinook","Vancouver Island & Mainland Inlets",1951,3
"Chinook","Vancouver Island & Mainland Inlets",1952,3
"Chinook","Vancouver Island & Mainland Inlets",1953,75
"Chinook","Vancouver Island & Mainland Inlets",1954,79
"Chinook","Vancouver Island & Mainland Inlets",1955,83
"Chinook","Vancouver Island & Mainland Inlets",1956,82
"Chinook","Vancouver Island & Mainland Inlets",1957,88
"Chinook","Vancouver Island & Mainland Inlets",1958,86
"Chinook","Vancouver Island & Mainland Inlets",1959,85
"Chinook","Vancouver Island & Mainland Inlets",1960,78
"Chinook","Vancouver Island & Mainland Inlets",1961,83
"Chinook","Vancouver Island & Mainland Inlets",1962,81
"Chinook","Vancouver Island & Mainland Inlets",1963,87
"Chinook","Vancouver Island & Mainland Inlets",1964,89
"Chinook","Vancouver Island & Mainland Inlets",1965,94
"Chinook","Vancouver Island & Mainland Inlets",1966,92
"Chinook","Vancouver Island & Mainland Inlets",1967,89
"Chinook","Vancouver Island & Mainland Inlets",1968,85
"Chinook","Vancouver Island & Mainland Inlets",1969,84
"Chinook","Vancouver Island & Mainland Inlets",1970,94
"Chinook","Vancouver Island & Mainland Inlets",1971,87
"Chinook","Vancouver Island & Mainland Inlets",1972,89
"Chinook","Vancouver Island & Mainland Inlets",1973,84
"Chinook","Vancouver Island & Mainland Inlets",1974,84
"Chinook","Vancouver Island & Mainland Inlets",1975,90
"Chinook","Vancouver Island & Mainland Inlets",1976,74
"Chinook","Vancouver Island & Mainland Inlets",1977,75
"Chinook","Vancouver Island & Mainland Inlets",1978,75
"Chinook","Vancouver Island & Mainland Inlets",1979,84
"Chinook","Vancouver Island & Mainland Inlets",1980,70
"Chinook","Vancouver Island & Mainland Inlets",1981,71
"Chinook","Vancouver Island & Mainland Inlets",1982,65
"Chinook","Vancouver Island & Mainland Inlets",1983,60
"Chinook","Vancouver Island & Mainland Inlets",1984,68
"Chinook","Vancouver Island & Mainland Inlets",1985,76
"Chinook","Vancouver Island & Mainland Inlets",1986,74
"Chinook","Vancouver Island & Mainland Inlets",1987,64
"Chinook","Vancouver Island & Mainland Inlets",1988,64
"Chinook","Vancouver Island & Mainland Inlets",1989,75
"Chinook","Vancouver Island & Mainland Inlets",1990,74
"Chinook","Vancouver Island & Mainland Inlets",1991,105
"Chinook","Vancouver Island & Mainland Inlets",1992,82
"Chinook","Vancouver Island & Mainland Inlets",1993,81
"Chinook","Vancouver Island & Mainland Inlets",1994,74
"Chinook","Vancouver Island & Mainland Inlets",1995,92
"Chinook","Vancouver Island & Mainland Inlets",1996,96
"Chinook","Vancouver Island & Mainland Inlets",1997,81
"Chinook","Vancouver Island & Mainland Inlets",1998,87
"Chinook","Vancouver Island & Mainland Inlets",1999,75
"Chinook","Vancouver Island & Mainland Inlets",2000,74
"Chinook","Vancouver Island & Mainland Inlets",2001,85
"Chinook","Vancouver Island & Mainland Inlets",2002,86
"Chinook","Vancouver Island & Mainland Inlets",2003,72
"Chinook","Vancouver Island & Mainland Inlets",2004,61
"Chinook","Vancouver Island & Mainland Inlets",2005,59
"Chinook","Vancouver Island & Mainland Inlets",2006,55
"Chinook","Vancouver Island & Mainland Inlets",2007,59
"Chinook","Vancouver Island & Mainland Inlets",2008,65
"Chinook","Vancouver Island & Mainland Inlets",2009,63
"Chinook","Vancouver Island & Mainland Inlets",2010,68
"Chinook","Vancouver Island & Mainland Inlets",2011,79
"Chinook","Vancouver Island & Mainland Inlets",2012,57
"Chinook","Vancouver Island & Mainland Inlets",2013,67
"Chinook","Vancouver Island & Mainland Inlets",2014,50
"Chinook","Vancouver Island & Mainland Inlets",2015,56
"Chinook","Vancouver Island & Mainland Inlets",2016,57
"Chinook","Vancouver Island & Mainland Inlets",2017,58
"Chinook","Vancouver Island & Mainland Inlets",2018,65
"Chinook","Vancouver Island & Mainland Inlets",2019,70
"Chinook","Vancouver Island & Mainland Inlets",2020,75
"Chinook","Vancouver Island & Mainland Inlets",2021,67
"Chinook","Vancouver Island & Mainland Inlets",2022,61
"Chinook","Yukon",1955,1
"Chinook","Yukon",1956,2
"Chinook","Yukon",1958,3
"Chinook","Yukon",1959,4
"Chinook","Yukon",1960,2
"Chinook","Yukon",1961,1
"Chinook","Yukon",1962,1
"Chinook","Yukon",1963,2
"Chinook","Yukon",1964,1
"Chinook","Yukon",1965,1
"Chinook","Yukon",1966,3
"Chinook","Yukon",1967,2
"Chinook","Yukon",1968,13
"Chinook","Yukon",1969,8
"Chinook","Yukon",1970,7
"Chinook","Yukon",1971,9
"Chinook","Yukon",1972,28
"Chinook","Yukon",1973,14
"Chinook","Yukon",1974,11
"Chinook","Yukon",1975,9
"Chinook","Yukon",1976,6
"Chinook","Yukon",1977,11
"Chinook","Yukon",1978,7
"Chinook","Yukon",1979,8
"Chinook","Yukon",1980,10
"Chinook","Yukon",1981,23
"Chinook","Yukon",1982,20
"Chinook","Yukon",1983,20
"Chinook","Yukon",1984,9
"Chinook","Yukon",1985,9
"Chinook","Yukon",1986,9
"Chinook","Yukon",1987,9
"Chinook","Yukon",1988,9
"Chinook","Yukon",1989,9
"Chinook","Yukon",1990,9
"Chinook","Yukon",1991,7
"Chinook","Yukon",1992,9
"Chinook","Yukon",1993,10
"Chinook","Yukon",1994,14
"Chinook","Yukon",1995,13
"Chinook","Yukon",1996,12
"Chinook","Yukon",1997,14
"Chinook","Yukon",1998,15
"Chinook","Yukon",1999,11
"Chinook","Yukon",2000,4
"Chinook","Yukon",2001,6
"Chinook","Yukon",2002,5
"Chinook","Yukon",2003,6
"Chinook","Yukon",2004,6
"Chinook","Yukon",2005,6
"Chinook","Yukon",2006,6
"Chinook","Yukon",2007,2
"Chinook","Yukon",2008,2
"Chum","Central Coast",1934,93
"Chum","Central Coast",1935,104
"Chum","Central Coast",1936,106
"Chum","Central Coast",1937,99
"Chum","Central Coast",1938,104
"Chum","Central Coast",1939,102
"Chum","Central Coast",1940,92
"Chum","Central Coast",1941,102
"Chum","Central Coast",1942,102
"Chum","Central Coast",1943,103
"Chum","Central Coast",1944,96
"Chum","Central Coast",1945,103
"Chum","Central Coast",1946,106
"Chum","Central Coast",1947,105
"Chum","Central Coast",1948,106
"Chum","Central Coast",1949,119
"Chum","Central Coast",1950,203
"Chum","Central Coast",1951,199
"Chum","Central Coast",1952,128
"Chum","Central Coast",1953,206
"Chum","Central Coast",1954,207
"Chum","Central Coast",1955,209
"Chum","Central Coast",1956,209
"Chum","Central Coast",1957,190
"Chum","Central Coast",1958,198
"Chum","Central Coast",1959,194
"Chum","Central Coast",1960,196
"Chum","Central Coast",1961,184
"Chum","Central Coast",1962,198
"Chum","Central Coast",1963,198
"Chum","Central Coast",1964,194
"Chum","Central Coast",1965,140
"Chum","Central Coast",1966,151
"Chum","Central Coast",1967,170
"Chum","Central Coast",1968,171
"Chum","Central Coast",1969,164
"Chum","Central Coast",1970,178
"Chum","Central Coast",1971,164
"Chum","Central Coast",1972,175
"Chum","Central Coast",1973,181
"Chum","Central Coast",1974,162
"Chum","Central Coast",1975,149
"Chum","Central Coast",1976,150
"Chum","Central Coast",1977,177
"Chum","Central Coast",1978,183
"Chum","Central Coast",1979,176
"Chum","Central Coast",1980,162
"Chum","Central Coast",1981,180
"Chum","Central Coast",1982,195
"Chum","Central Coast",1983,192
"Chum","Central Coast",1984,205
"Chum","Central Coast",1985,237
"Chum","Central Coast",1986,226
"Chum","Central Coast",1987,215
"Chum","Central Coast",1988,221
"Chum","Central Coast",1989,214
"Chum","Central Coast",1990,194
"Chum","Central Coast",1991,183
"Chum","Central Coast",1992,166
"Chum","Central Coast",1993,173
"Chum","Central Coast",1994,138
"Chum","Central Coast",1995,141
"Chum","Central Coast",1996,159
"Chum","Central Coast",1997,136
"Chum","Central Coast",1998,167
"Chum","Central Coast",1999,123
"Chum","Central Coast",2000,121
"Chum","Central Coast",2001,122
"Chum","Central Coast",2002,132
