"SPECIES","region","Year","count"
"Chum","Central Coast",2003,122
"Chum","Central Coast",2004,138
"Chum","Central Coast",2005,116
"Chum","Central Coast",2006,128
"Chum","Central Coast",2007,103
"Chum","Central Coast",2008,102
"Chum","Central Coast",2009,133
"Chum","Central Coast",2010,130
"Chum","Central Coast",2011,104
"Chum","Central Coast",2012,118
"Chum","Central Coast",2013,104
"Chum","Central Coast",2014,109
"Chum","Central Coast",2015,93
"Chum","Central Coast",2016,110
"Chum","Central Coast",2017,90
"Chum","Central Coast",2018,115
"Chum","Central Coast",2019,115
"Chum","Central Coast",2020,87
"Chum","Central Coast",2021,107
"Chum","Central Coast",2022,117
"Chum","Fraser",1953,44
"Chum","Fraser",1954,39
"Chum","Fraser",1955,38
"Chum","Fraser",1956,37
"Chum","Fraser",1957,43
"Chum","Fraser",1958,45
"Chum","Fraser",1959,43
"Chum","Fraser",1960,38
"Chum","Fraser",1961,44
"Chum","Fraser",1962,39
"Chum","Fraser",1963,41
"Chum","Fraser",1964,42
"Chum","Fraser",1965,43
"Chum","Fraser",1966,43
"Chum","Fraser",1967,40
"Chum","Fraser",1968,43
"Chum","Fraser",1969,43
"Chum","Fraser",1970,38
"Chum","Fraser",1971,40
"Chum","Fraser",1972,38
"Chum","Fraser",1973,41
"Chum","Fraser",1974,45
"Chum","Fraser",1975,43
"Chum","Fraser",1976,45
"Chum","Fraser",1977,49
"Chum","Fraser",1978,51
"Chum","Fraser",1979,49
"Chum","Fraser",1980,57
"Chum","Fraser",1981,59
"Chum","Fraser",1982,61
"Chum","Fraser",1983,61
"Chum","Fraser",1984,68
"Chum","Fraser",1985,82
"Chum","Fraser",1986,71
"Chum","Fraser",1987,50
"Chum","Fraser",1988,45
"Chum","Fraser",1989,47
"Chum","Fraser",1990,53
"Chum","Fraser",1991,67
"Chum","Fraser",1992,48
"Chum","Fraser",1993,58
"Chum","Fraser",1994,6
"Chum","Fraser",1995,26
"Chum","Fraser",1996,10
"Chum","Fraser",1997,18
"Chum","Fraser",1998,22
"Chum","Fraser",1999,26
"Chum","Fraser",2000,9
"Chum","Fraser",2001,19
"Chum","Fraser",2002,18
"Chum","Fraser",2003,1
"Chum","Fraser",2004,19
"Chum","Fraser",2005,15
"Chum","Fraser",2006,17
"Chum","Fraser",2007,27
"Chum","Fraser",2008,22
"Chum","Fraser",2009,34
"Chum","Fraser",2010,34
"Chum","Fraser",2011,24
"Chum","Fraser",2012,42
"Chum","Fraser",2013,43
"Chum","Fraser",2014,34
"Chum","Fraser",2015,39
"Chum","Fraser",2016,35
"Chum","Fraser",2017,19
"Chum","Fraser",2018,11
"Chum","Fraser",2019,31
"Chum","Fraser",2020,19
"Chum","Haida Gwaii",1926,1
"Chum","Haida Gwaii",1927,1
"Chum","Haida Gwaii",1928,1
"Chum","Haida Gwaii",1929,1
"Chum","Haida Gwaii",1934,50
"Chum","Haida Gwaii",1935,63
"Chum","Haida Gwaii",1936,61
"Chum","Haida Gwaii",1937,56
"Chum","Haida Gwaii",1938,51
"Chum","Haida Gwaii",1939,55
"Chum","Haida Gwaii",1940,63
"Chum","Haida Gwaii",1941,67
"Chum","Haida Gwaii",1942,61
"Chum","Haida Gwaii",1943,57
"Chum","Haida Gwaii",1944,58
"Chum","Haida Gwaii",1945,67
"Chum","Haida Gwaii",1946,46
"Chum","Haida Gwaii",1947,88
"Chum","Haida Gwaii",1948,89
"Chum","Haida Gwaii",1949,84
"Chum","Haida Gwaii",1950,86
"Chum","Haida Gwaii",1951,103
"Chum","Haida Gwaii",1952,100
"Chum","Haida Gwaii",1953,102
"Chum","Haida Gwaii",1954,105
"Chum","Haida Gwaii",1955,76
"Chum","Haida Gwaii",1956,75
"Chum","Haida Gwaii",1957,87
"Chum","Haida Gwaii",1958,107
"Chum","Haida Gwaii",1959,54
"Chum","Haida Gwaii",1960,86
"Chum","Haida Gwaii",1961,100
"Chum","Haida Gwaii",1962,90
"Chum","Haida Gwaii",1963,89
"Chum","Haida Gwaii",1964,112
"Chum","Haida Gwaii",1965,96
"Chum","Haida Gwaii",1966,112
"Chum","Haida Gwaii",1967,112
"Chum","Haida Gwaii",1968,111
"Chum","Haida Gwaii",1969,124
"Chum","Haida Gwaii",1970,110
"Chum","Haida Gwaii",1971,118
"Chum","Haida Gwaii",1972,119
"Chum","Haida Gwaii",1973,124
"Chum","Haida Gwaii",1974,114
"Chum","Haida Gwaii",1975,113
"Chum","Haida Gwaii",1976,121
"Chum","Haida Gwaii",1977,126
"Chum","Haida Gwaii",1978,127
"Chum","Haida Gwaii",1979,133
"Chum","Haida Gwaii",1980,135
"Chum","Haida Gwaii",1981,125
"Chum","Haida Gwaii",1982,129
"Chum","Haida Gwaii",1983,135
"Chum","Haida Gwaii",1984,136
"Chum","Haida Gwaii",1985,132
"Chum","Haida Gwaii",1986,147
"Chum","Haida Gwaii",1987,165
"Chum","Haida Gwaii",1988,154
"Chum","Haida Gwaii",1989,157
"Chum","Haida Gwaii",1990,149
"Chum","Haida Gwaii",1991,152
"Chum","Haida Gwaii",1992,140
"Chum","Haida Gwaii",1993,153
"Chum","Haida Gwaii",1994,145
"Chum","Haida Gwaii",1995,148
"Chum","Haida Gwaii",1996,159
"Chum","Haida Gwaii",1997,127
"Chum","Haida Gwaii",1998,137
"Chum","Haida Gwaii",1999,97
"Chum","Haida Gwaii",2000,112
"Chum","Haida Gwaii",2001,94
"Chum","Haida Gwaii",2002,112
"Chum","Haida Gwaii",2003,112
"Chum","Haida Gwaii",2004,70
"Chum","Haida Gwaii",2005,86
"Chum","Haida Gwaii",2006,80
"Chum","Haida Gwaii",2007,72
"Chum","Haida Gwaii",2008,55
"Chum","Haida Gwaii",2009,85
"Chum","Haida Gwaii",2010,38
"Chum","Haida Gwaii",2011,60
"Chum","Haida Gwaii",2012,72
"Chum","Haida Gwaii",2013,66
"Chum","Haida Gwaii",2014,26
"Chum","Haida Gwaii",2015,69
"Chum","Haida Gwaii",2016,74
"Chum","Haida Gwaii",2017,72
"Chum","Haida Gwaii",2018,74
"Chum","Haida Gwaii",2019,71
"Chum","Haida Gwaii",2020,63
"Chum","Haida Gwaii",2021,36
"Chum","Haida Gwaii",2022,65
"Chum","Nass",1934,10
"Chum","Nass",1935,13
"Chum","Nass",1936,13
"Chum","Nass",1937,13
"Chum","Nass",1938,13
"Chum","Nass",1939,13
"Chum","Nass",1940,13
"Chum","Nass",1941,13
"Chum","Nass",1942,13
"Chum","Nass",1943,13
"Chum","Nass",1944,14
"Chum","Nass",1945,13
"Chum","Nass",1946,13
"Chum","Nass",1947,20
"Chum","Nass",1948,20
"Chum","Nass",1949,17
"Chum","Nass",1950,18
"Chum","Nass",1951,20
"Chum","Nass",1952,21
"Chum","Nass",1953,20
"Chum","Nass",1954,20
"Chum","Nass",1955,22
"Chum","Nass",1956,18
"Chum","Nass",1957,15
"Chum","Nass",1958,17
"Chum","Nass",1959,17
"Chum","Nass",1960,9
"Chum","Nass",1961,15
"Chum","Nass",1962,11
"Chum","Nass",1963,17
"Chum","Nass",1964,12
"Chum","Nass",1965,14
"Chum","Nass",1966,16
"Chum","Nass",1967,17
"Chum","Nass",1968,17
"Chum","Nass",1969,16
"Chum","Nass",1970,19
"Chum","Nass",1971,19
"Chum","Nass",1972,16
"Chum","Nass",1973,18
"Chum","Nass",1974,21
"Chum","Nass",1975,13
"Chum","Nass",1976,22
"Chum","Nass",1977,19
"Chum","Nass",1978,19
"Chum","Nass",1979,20
"Chum","Nass",1980,24
"Chum","Nass",1981,23
"Chum","Nass",1982,22
"Chum","Nass",1983,22
"Chum","Nass",1984,21
"Chum","Nass",1985,19
"Chum","Nass",1986,19
"Chum","Nass",1987,15
"Chum","Nass",1988,16
"Chum","Nass",1989,14
"Chum","Nass",1990,17
"Chum","Nass",1991,11
"Chum","Nass",1992,11
"Chum","Nass",1993,13
"Chum","Nass",1994,10
"Chum","Nass",1995,14
"Chum","Nass",1996,15
"Chum","Nass",1997,11
"Chum","Nass",1998,15
"Chum","Nass",1999,11
"Chum","Nass",2000,8
"Chum","Nass",2001,14
"Chum","Nass",2002,6
"Chum","Nass",2003,7
"Chum","Nass",2004,13
"Chum","Nass",2005,21
"Chum","Nass",2006,11
"Chum","Nass",2007,8
"Chum","Nass",2008,7
"Chum","Nass",2009,11
"Chum","Nass",2010,10
"Chum","Nass",2011,9
"Chum","Nass",2012,13
"Chum","Nass",2013,13
"Chum","Nass",2014,8
"Chum","Nass",2015,12
"Chum","Nass",2016,10
"Chum","Nass",2017,7
"Chum","Nass",2018,11
"Chum","Nass",2019,9
"Chum","Nass",2020,1
"Chum","Nass",2021,5
"Chum","Nass",2022,7
"Chum","Skeena",1934,7
"Chum","Skeena",1935,8
"Chum","Skeena",1936,8
"Chum","Skeena",1937,9
"Chum","Skeena",1938,8
"Chum","Skeena",1939,8
"Chum","Skeena",1940,9
"Chum","Skeena",1941,9
"Chum","Skeena",1942,6
"Chum","Skeena",1943,7
"Chum","Skeena",1944,6
"Chum","Skeena",1945,4
"Chum","Skeena",1946,9
"Chum","Skeena",1947,14
"Chum","Skeena",1948,14
"Chum","Skeena",1949,10
"Chum","Skeena",1950,15
"Chum","Skeena",1951,15
"Chum","Skeena",1952,15
"Chum","Skeena",1953,16
"Chum","Skeena",1954,17
"Chum","Skeena",1955,13
"Chum","Skeena",1956,13
"Chum","Skeena",1957,14
"Chum","Skeena",1958,16
"Chum","Skeena",1959,11
"Chum","Skeena",1960,13
"Chum","Skeena",1961,16
"Chum","Skeena",1962,19
"Chum","Skeena",1963,12
"Chum","Skeena",1964,19
"Chum","Skeena",1965,20
"Chum","Skeena",1966,29
"Chum","Skeena",1967,22
"Chum","Skeena",1968,21
"Chum","Skeena",1969,21
"Chum","Skeena",1970,19
"Chum","Skeena",1971,16
"Chum","Skeena",1972,23
"Chum","Skeena",1973,23
"Chum","Skeena",1974,23
"Chum","Skeena",1975,20
"Chum","Skeena",1976,25
"Chum","Skeena",1977,24
"Chum","Skeena",1978,26
"Chum","Skeena",1979,19
"Chum","Skeena",1980,21
"Chum","Skeena",1981,15
"Chum","Skeena",1982,19
"Chum","Skeena",1983,20
"Chum","Skeena",1984,21
"Chum","Skeena",1985,20
"Chum","Skeena",1986,22
"Chum","Skeena",1987,17
"Chum","Skeena",1988,27
"Chum","Skeena",1989,27
"Chum","Skeena",1990,21
"Chum","Skeena",1991,15
"Chum","Skeena",1992,30
"Chum","Skeena",1993,23
"Chum","Skeena",1994,15
"Chum","Skeena",1995,13
"Chum","Skeena",1996,12
"Chum","Skeena",1997,10
"Chum","Skeena",1998,13
"Chum","Skeena",1999,3
"Chum","Skeena",2000,7
"Chum","Skeena",2001,5
"Chum","Skeena",2002,6
"Chum","Skeena",2003,2
"Chum","Skeena",2004,4
"Chum","Skeena",2005,5
"Chum","Skeena",2006,2
"Chum","Skeena",2007,2
"Chum","Skeena",2008,3
"Chum","Skeena",2009,9
"Chum","Skeena",2010,7
"Chum","Skeena",2011,7
"Chum","Skeena",2012,5
"Chum","Skeena",2013,9
"Chum","Skeena",2014,5
"Chum","Skeena",2015,4
"Chum","Skeena",2016,5
"Chum","Skeena",2017,4
"Chum","Skeena",2018,4
"Chum","Skeena",2019,7
"Chum","Skeena",2020,6
"Chum","Skeena",2021,6
"Chum","Skeena",2022,5
"Chum","Vancouver Island & Mainland Inlets",1934,14
"Chum","Vancouver Island & Mainland Inlets",1935,18
"Chum","Vancouver Island & Mainland Inlets",1936,17
"Chum","Vancouver Island & Mainland Inlets",1937,18
"Chum","Vancouver Island & Mainland Inlets",1938,5
"Chum","Vancouver Island & Mainland Inlets",1939,20
"Chum","Vancouver Island & Mainland Inlets",1940,22
"Chum","Vancouver Island & Mainland Inlets",1941,5
"Chum","Vancouver Island & Mainland Inlets",1942,20
"Chum","Vancouver Island & Mainland Inlets",1943,20
"Chum","Vancouver Island & Mainland Inlets",1944,15
"Chum","Vancouver Island & Mainland Inlets",1946,7
"Chum","Vancouver Island & Mainland Inlets",1947,7
"Chum","Vancouver Island & Mainland Inlets",1948,9
"Chum","Vancouver Island & Mainland Inlets",1949,10
"Chum","Vancouver Island & Mainland Inlets",1950,13
"Chum","Vancouver Island & Mainland Inlets",1951,11
"Chum","Vancouver Island & Mainland Inlets",1952,13
"Chum","Vancouver Island & Mainland Inlets",1953,320
"Chum","Vancouver Island & Mainland Inlets",1954,338
"Chum","Vancouver Island & Mainland Inlets",1955,340
"Chum","Vancouver Island & Mainland Inlets",1956,358
"Chum","Vancouver Island & Mainland Inlets",1957,353
"Chum","Vancouver Island & Mainland Inlets",1958,358
"Chum","Vancouver Island & Mainland Inlets",1959,327
"Chum","Vancouver Island & Mainland Inlets",1960,324
"Chum","Vancouver Island & Mainland Inlets",1961,325
"Chum","Vancouver Island & Mainland Inlets",1962,328
"Chum","Vancouver Island & Mainland Inlets",1963,323
"Chum","Vancouver Island & Mainland Inlets",1964,332
"Chum","Vancouver Island & Mainland Inlets",1965,320
"Chum","Vancouver Island & Mainland Inlets",1966,330
"Chum","Vancouver Island & Mainland Inlets",1967,315
"Chum","Vancouver Island & Mainland Inlets",1968,332
"Chum","Vancouver Island & Mainland Inlets",1969,318
"Chum","Vancouver Island & Mainland Inlets",1970,333
"Chum","Vancouver Island & Mainland Inlets",1971,317
"Chum","Vancouver Island & Mainland Inlets",1972,338
"Chum","Vancouver Island & Mainland Inlets",1973,337
"Chum","Vancouver Island & Mainland Inlets",1974,320
"Chum","Vancouver Island & Mainland Inlets",1975,316
"Chum","Vancouver Island & Mainland Inlets",1976,301
"Chum","Vancouver Island & Mainland Inlets",1977,316
"Chum","Vancouver Island & Mainland Inlets",1978,307
"Chum","Vancouver Island & Mainland Inlets",1979,312
"Chum","Vancouver Island & Mainland Inlets",1980,289
"Chum","Vancouver Island & Mainland Inlets",1981,289
"Chum","Vancouver Island & Mainland Inlets",1982,268
"Chum","Vancouver Island & Mainland Inlets",1983,255
"Chum","Vancouver Island & Mainland Inlets",1984,257
"Chum","Vancouver Island & Mainland Inlets",1985,339
"Chum","Vancouver Island & Mainland Inlets",1986,313
"Chum","Vancouver Island & Mainland Inlets",1987,279
"Chum","Vancouver Island & Mainland Inlets",1988,289
"Chum","Vancouver Island & Mainland Inlets",1989,272
"Chum","Vancouver Island & Mainland Inlets",1990,266
"Chum","Vancouver Island & Mainland Inlets",1991,284
"Chum","Vancouver Island & Mainland Inlets",1992,289
"Chum","Vancouver Island & Mainland Inlets",1993,288
"Chum","Vancouver Island & Mainland Inlets",1994,279
"Chum","Vancouver Island & Mainland Inlets",1995,243
"Chum","Vancouver Island & Mainland Inlets",1996,305
"Chum","Vancouver Island & Mainland Inlets",1997,266
"Chum","Vancouver Island & Mainland Inlets",1998,261
"Chum","Vancouver Island & Mainland Inlets",1999,207
"Chum","Vancouver Island & Mainland Inlets",2000,188
"Chum","Vancouver Island & Mainland Inlets",2001,231
"Chum","Vancouver Island & Mainland Inlets",2002,237
"Chum","Vancouver Island & Mainland Inlets",2003,180
"Chum","Vancouver Island & Mainland Inlets",2004,147
"Chum","Vancouver Island & Mainland Inlets",2005,125
"Chum","Vancouver Island & Mainland Inlets",2006,121
"Chum","Vancouver Island & Mainland Inlets",2007,117
"Chum","Vancouver Island & Mainland Inlets",2008,122
"Chum","Vancouver Island & Mainland Inlets",2009,138
"Chum","Vancouver Island & Mainland Inlets",2010,126
"Chum","Vancouver Island & Mainland Inlets",2011,146
"Chum","Vancouver Island & Mainland Inlets",2012,127
"Chum","Vancouver Island & Mainland Inlets",2013,117
"Chum","Vancouver Island & Mainland Inlets",2014,106
"Chum","Vancouver Island & Mainland Inlets",2015,100
"Chum","Vancouver Island & Mainland Inlets",2016,100
"Chum","Vancouver Island & Mainland Inlets",2017,96
"Chum","Vancouver Island & Mainland Inlets",2018,104
"Chum","Vancouver Island & Mainland Inlets",2019,106
"Chum","Vancouver Island & Mainland Inlets",2020,122
"Chum","Vancouver Island & Mainland Inlets",2021,104
"Chum","Vancouver Island & Mainland Inlets",2022,110
"Chum","Yukon",1961,1
"Chum","Yukon",1964,1
"Chum","Yukon",1971,1
"Chum","Yukon",1972,4
"Chum","Yukon",1973,4
"Chum","Yukon",1974,3
"Chum","Yukon",1975,4
"Chum","Yukon",1976,2
"Chum","Yukon",1977,3
"Chum","Yukon",1978,1
"Chum","Yukon",1979,2
"Chum","Yukon",1980,5
"Chum","Yukon",1981,4
"Chum","Yukon",1982,4
"Chum","Yukon",1983,4
"Chum","Yukon",1984,6
"Chum","Yukon",1985,6
"Chum","Yukon",1986,6
"Chum","Yukon",1987,5
"Chum","Yukon",1988,5
"Chum","Yukon",1989,6
"Chum","Yukon",1990,6
"Chum","Yukon",1991,6
"Chum","Yukon",1992,6
"Chum","Yukon",1993,5
"Chum","Yukon",1994,6
"Chum","Yukon",1995,5
"Chum","Yukon",1996,5
"Chum","Yukon",1997,5
"Chum","Yukon",1998,6
"Chum","Yukon",1999,5
"Chum","Yukon",2002,5
"Chum","Yukon",2003,5
"Chum","Yukon",2004,5
"Chum","Yukon",2005,5
"Chum","Yukon",2006,3
"Chum","Yukon",2007,1
"Chum","Yukon",2008,1
"Coho","Central Coast",1934,89
"Coho","Central Coast",1935,93
"Coho","Central Coast",1936,94
"Coho","Central Coast",1937,90
"Coho","Central Coast",1938,94
"Coho","Central Coast",1939,96
"Coho","Central Coast",1940,90
"Coho","Central Coast",1941,95
"Coho","Central Coast",1942,102
"Coho","Central Coast",1943,102
"Coho","Central Coast",1944,97
"Coho","Central Coast",1945,99
"Coho","Central Coast",1946,101
"Coho","Central Coast",1947,100
"Coho","Central Coast",1948,106
"Coho","Central Coast",1949,115
"Coho","Central Coast",1950,170
"Coho","Central Coast",1951,177
"Coho","Central Coast",1952,117
"Coho","Central Coast",1953,195
"Coho","Central Coast",1954,188
"Coho","Central Coast",1955,193
"Coho","Central Coast",1956,189
"Coho","Central Coast",1957,143
"Coho","Central Coast",1958,165
"Coho","Central Coast",1959,164
"Coho","Central Coast",1960,145
"Coho","Central Coast",1961,174
"Coho","Central Coast",1962,161
"Coho","Central Coast",1963,169
"Coho","Central Coast",1964,163
"Coho","Central Coast",1965,138
"Coho","Central Coast",1966,130
"Coho","Central Coast",1967,145
"Coho","Central Coast",1968,155
"Coho","Central Coast",1969,147
"Coho","Central Coast",1970,143
"Coho","Central Coast",1971,140
"Coho","Central Coast",1972,150
"Coho","Central Coast",1973,140
"Coho","Central Coast",1974,144
"Coho","Central Coast",1975,108
"Coho","Central Coast",1976,127
"Coho","Central Coast",1977,133
"Coho","Central Coast",1978,127
"Coho","Central Coast",1979,149
"Coho","Central Coast",1980,127
"Coho","Central Coast",1981,136
"Coho","Central Coast",1982,138
"Coho","Central Coast",1983,135
"Coho","Central Coast",1984,181
"Coho","Central Coast",1985,169
"Coho","Central Coast",1986,196
"Coho","Central Coast",1987,151
"Coho","Central Coast",1988,108
"Coho","Central Coast",1989,118
"Coho","Central Coast",1990,96
"Coho","Central Coast",1991,116
"Coho","Central Coast",1992,104
"Coho","Central Coast",1993,85
"Coho","Central Coast",1994,46
"Coho","Central Coast",1995,36
"Coho","Central Coast",1996,36
"Coho","Central Coast",1997,45
"Coho","Central Coast",1998,98
"Coho","Central Coast",1999,65
"Coho","Central Coast",2000,51
"Coho","Central Coast",2001,39
"Coho","Central Coast",2002,54
"Coho","Central Coast",2003,61
"Coho","Central Coast",2004,65
"Coho","Central Coast",2005,59
"Coho","Central Coast",2006,59
"Coho","Central Coast",2007,53
"Coho","Central Coast",2008,45
"Coho","Central Coast",2009,37
"Coho","Central Coast",2010,49
"Coho","Central Coast",2011,57
"Coho","Central Coast",2012,52
"Coho","Central Coast",2013,64
"Coho","Central Coast",2014,51
"Coho","Central Coast",2015,53
"Coho","Central Coast",2016,49
"Coho","Central Coast",2017,55
"Coho","Central Coast",2018,50
"Coho","Central Coast",2019,63
"Coho","Central Coast",2020,58
"Coho","Central Coast",2021,51
"Coho","Central Coast",2022,53
"Coho","Fraser",1951,59
"Coho","Fraser",1952,57
"Coho","Fraser",1953,63
"Coho","Fraser",1954,63
"Coho","Fraser",1955,60
"Coho","Fraser",1956,63
"Coho","Fraser",1957,65
"Coho","Fraser",1958,72
"Coho","Fraser",1959,67
"Coho","Fraser",1960,67
"Coho","Fraser",1961,70
"Coho","Fraser",1962,67
"Coho","Fraser",1963,67
"Coho","Fraser",1964,68
"Coho","Fraser",1965,75
"Coho","Fraser",1966,71
"Coho","Fraser",1967,71
"Coho","Fraser",1968,71
"Coho","Fraser",1969,73
"Coho","Fraser",1970,71
"Coho","Fraser",1971,72
"Coho","Fraser",1972,70
"Coho","Fraser",1973,74
"Coho","Fraser",1974,75
"Coho","Fraser",1975,106
"Coho","Fraser",1976,112
"Coho","Fraser",1977,121
"Coho","Fraser",1978,127
"Coho","Fraser",1979,122
"Coho","Fraser",1980,122
"Coho","Fraser",1981,119
"Coho","Fraser",1982,132
"Coho","Fraser",1983,121
"Coho","Fraser",1984,125
"Coho","Fraser",1985,116
"Coho","Fraser",1986,138
"Coho","Fraser",1987,120
"Coho","Fraser",1988,119
"Coho","Fraser",1989,134
"Coho","Fraser",1990,127
"Coho","Fraser",1991,106
"Coho","Fraser",1992,126
"Coho","Fraser",1993,103
"Coho","Fraser",1994,62
"Coho","Fraser",1995,85
"Coho","Fraser",1996,70
"Coho","Fraser",1997,83
"Coho","Fraser",1998,86
"Coho","Fraser",1999,70
"Coho","Fraser",2000,71
"Coho","Fraser",2001,95
"Coho","Fraser",2002,95
"Coho","Fraser",2003,64
"Coho","Fraser",2004,89
"Coho","Fraser",2005,68
"Coho","Fraser",2006,51
"Coho","Fraser",2007,71
"Coho","Fraser",2008,77
"Coho","Fraser",2009,74
"Coho","Fraser",2010,88
"Coho","Fraser",2011,79
"Coho","Fraser",2012,71
"Coho","Fraser",2013,70
"Coho","Fraser",2014,68
"Coho","Fraser",2015,64
"Coho","Fraser",2016,74
"Coho","Fraser",2017,61
"Coho","Fraser",2018,75
"Coho","Fraser",2019,70
"Coho","Fraser",2020,72
"Coho","Fraser",2021,79
"Coho","Haida Gwaii",1927,1
"Coho","Haida Gwaii",1929,1
"Coho","Haida Gwaii",1933,1
"Coho","Haida Gwaii",1934,25
"Coho","Haida Gwaii",1935,28
"Coho","Haida Gwaii",1936,24
"Coho","Haida Gwaii",1937,7
"Coho","Haida Gwaii",1938,23
"Coho","Haida Gwaii",1939,16
"Coho","Haida Gwaii",1940,23
"Coho","Haida Gwaii",1941,13
"Coho","Haida Gwaii",1942,17
"Coho","Haida Gwaii",1943,25
"Coho","Haida Gwaii",1944,32
"Coho","Haida Gwaii",1945,32
"Coho","Haida Gwaii",1946,9
"Coho","Haida Gwaii",1947,29
"Coho","Haida Gwaii",1948,52
"Coho","Haida Gwaii",1949,54
"Coho","Haida Gwaii",1950,62
"Coho","Haida Gwaii",1951,75
"Coho","Haida Gwaii",1952,80
"Coho","Haida Gwaii",1953,63
"Coho","Haida Gwaii",1954,60
"Coho","Haida Gwaii",1955,43
"Coho","Haida Gwaii",1956,38
"Coho","Haida Gwaii",1957,50
"Coho","Haida Gwaii",1958,48
"Coho","Haida Gwaii",1959,47
"Coho","Haida Gwaii",1960,55
"Coho","Haida Gwaii",1961,52
"Coho","Haida Gwaii",1962,50
"Coho","Haida Gwaii",1963,49
"Coho","Haida Gwaii",1964,67
"Coho","Haida Gwaii",1965,53
"Coho","Haida Gwaii",1966,72
"Coho","Haida Gwaii",1967,81
"Coho","Haida Gwaii",1968,76
"Coho","Haida Gwaii",1969,80
"Coho","Haida Gwaii",1970,57
"Coho","Haida Gwaii",1971,38
"Coho","Haida Gwaii",1972,46
"Coho","Haida Gwaii",1973,44
"Coho","Haida Gwaii",1974,38
"Coho","Haida Gwaii",1975,80
"Coho","Haida Gwaii",1976,67
"Coho","Haida Gwaii",1977,76
"Coho","Haida Gwaii",1978,77
"Coho","Haida Gwaii",1979,74
"Coho","Haida Gwaii",1980,77
"Coho","Haida Gwaii",1981,87
"Coho","Haida Gwaii",1982,88
"Coho","Haida Gwaii",1983,90
"Coho","Haida Gwaii",1984,87
"Coho","Haida Gwaii",1985,71
"Coho","Haida Gwaii",1986,106
"Coho","Haida Gwaii",1987,129
"Coho","Haida Gwaii",1988,119
"Coho","Haida Gwaii",1989,115
"Coho","Haida Gwaii",1990,106
"Coho","Haida Gwaii",1991,109
"Coho","Haida Gwaii",1992,95
"Coho","Haida Gwaii",1993,102
"Coho","Haida Gwaii",1994,63
"Coho","Haida Gwaii",1995,69
"Coho","Haida Gwaii",1996,74
"Coho","Haida Gwaii",1997,60
"Coho","Haida Gwaii",1998,102
"Coho","Haida Gwaii",1999,75
"Coho","Haida Gwaii",2000,76
"Coho","Haida Gwaii",2001,57
"Coho","Haida Gwaii",2002,58
"Coho","Haida Gwaii",2003,58
"Coho","Haida Gwaii",2004,12
"Coho","Haida Gwaii",2005,26
"Coho","Haida Gwaii",2006,5
"Coho","Haida Gwaii",2007,4
"Coho","Haida Gwaii",2008,15
"Coho","Haida Gwaii",2009,10
"Coho","Haida Gwaii",2010,5
"Coho","Haida Gwaii",2011,12
"Coho","Haida Gwaii",2012,6
"Coho","Haida Gwaii",2013,7
"Coho","Haida Gwaii",2014,2
"Coho","Haida Gwaii",2015,10
"Coho","Haida Gwaii",2016,15
"Coho","Haida Gwaii",2017,27
"Coho","Haida Gwaii",2018,27
"Coho","Haida Gwaii",2019,20
"Coho","Haida Gwaii",2020,24
"Coho","Haida Gwaii",2021,7
"Coho","Haida Gwaii",2022,22
"Coho","Nass",1934,14
"Coho","Nass",1935,13
"Coho","Nass",1936,13
"Coho","Nass",1937,13
"Coho","Nass",1938,13
"Coho","Nass",1939,13
"Coho","Nass",1940,13
"Coho","Nass",1941,13
"Coho","Nass",1942,13
"Coho","Nass",1943,13
"Coho","Nass",1944,14
